,product_name,product_category,price,product_images,product_description,product_benefits,product_details,productdata_content,other_colors
355,Luka 1 'Next Nature',Basketball Shoes,SAR 750.00,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwd0e167c6/nk/934/a/7/e/1/7/934a7e17_7e63_4b4d_8473_90aa7e6bd7c2.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw8ef8edd1/nk/c45/7/7/a/9/6/c4577a96_cca5_4f6d_a211_ce5605374bfd.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw7ced3ad1/nk/e3f/e/9/2/2/7/e3fe9227_f8d4_4415_befc_1b40d01bd408.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw10b548dc/nk/5a4/f/1/4/a/a/5a4f14aa_d88d_418d_8069_9bd8494eae36.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw046e3b17/nk/933/e/3/5/4/9/933e3549_47db_4924_93ef_cf49ff438ac6.png?sw=540&sh=540&sm=fit&q=80']","Designed for #77 and made for every athlete craving speed and efficiency, Luka's debut delivers the goods. The first shoe with full-length Formula 23 foam, it has an ultra-supportive fit crafted with the step-back in mind. Meanwhile, strong and lightweight Flight Wire cables keep you feeling contained.","[""Lush forests, snow-capped mountains and miles of scenic coastline—these shoes pull colour inspiration from the natural beauty of Slovenia, Luka's home country.""]","[""Embroidered Flight Wire—think of the braided cables that support bridges—wrap around the shoe's upper to keep your feet secure and contained.""]","Full-length Formula 23 foam translates to responsive support for your entire foot, helping you find new ways to create space. Under the foam, a stabilising plate helps you feel quick when Euro-stepping through the lane.",[]
356,Jordan Delta 3 Low,Men's Shoes,SAR 499.00,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw0f954d27/nk/fa0/8/7/5/3/c/fa08753c_a20d_4152_a07a_3801c6c0b18a.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwe4a81713/nk/386/3/1/5/1/0/38631510_f9d4_4367_a24a_5c78ad475293.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw4cdf594c/nk/51f/4/9/1/8/4/51f49184_dc63_4f52_b6e7_fe849dc1e882.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw31310eb5/nk/77e/5/0/c/7/0/77e50c70_ac4c_4733_85d5_8936240946b1.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwadaa1670/nk/eeb/9/6/a/c/1/eeb96ac1_b7a2_4eaa_930e_9b54212bb439.png?sw=540&sh=540&sm=fit&q=80']","Cool and comfortable: are there any better ingredients for everyday kicks? These shoes are made from airy Ripstop, soft synthetic suede and a seamless interior. And that adds up to a classic low-top look with the premium comfort you expect from Jordan Brand.","['Unique blend of polyester textile and synthetic leather creates a lightweight build.', 'Plush foam cushions your every step.', 'Thin tongue and collar give your feet extra space.']","['Colour Shown: Light Iron Ore/Ashen Slate/Cobalt Bliss/White', 'Style: DR5280-014']",,[]
357,Nike Air Monarch IV,Men's Training Shoe,SAR 475.00,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw8373168e/nk/ze0/w/8/k/h/i/k/ze0w8khikhimy14orsqr.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw9bc7662c/nk/zvl/a/m/r/d/d/8/zvlamrdd81ruvn6ekpjd.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw022c58b6/nk/w9r/g/h/o/b/f/g/w9rghobfgpyv0obhpyjy.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw65d94adb/nk/rq8/u/i/i/l/m/k/rq8uiilmkho2qfl0utbf.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwf344fa0f/nk/xko/h/n/8/f/k/v/xkohn8fkvogdxztjnw0c.png?sw=540&sh=540&sm=fit&q=80']",Nike Air Monarch IV sets you up for working out with durable leather on top for support. Lightweight foam teams up with Nike Air cushioning for comfort in every stride.,"['Leather and synthetic leather are durable with a classic look.', 'Full-length encapsulated Air-Sole unit cushions for comfort and support.', 'Solid rubber sole is durable and provides traction over varied surfaces.']","['Colour Shown: White/Cool Grey/Anthracite/White', 'Style: 415445-100']",,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwf1387dd6/nk/b6g/p/l/l/6/z/i/b6gpll6zin5i8ayra255.png?sw=520&sh=520&sm=fit', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw2bd32e09/nk/1f4/7/7/c/c/7/1f477cc7_9604_473c_9561_74ce55d5d740.png?sw=520&sh=520&sm=fit']"
358,Air Jordan 1 Mid SE,Men's Shoes,SAR 850.00,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwf68eb2d4/nk/19a/4/3/9/e/8/19a439e8_cf7e_4bdf_9c91_d653a3edae94.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwe1bb3da8/nk/088/8/1/9/a/a/088819aa_e6f9_4480_b555_ffc01394f730.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw2ec45a0c/nk/915/3/6/b/3/7/91536b37_4a91_4d21_90d8_de75a312ca7c.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwefd0dc84/nk/7d8/5/6/a/7/f/7d856a7f_acd0_46aa_9db8_a7df52f54701.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw694583f3/nk/22a/5/a/e/6/9/22a5ae69_66a1_4edd_b2c1_8520f8385796.png?sw=540&sh=540&sm=fit&q=80']","Every time the AJ1 gets a remake, you get the classic sneaker in new colours and textures for an exciting, revamped look but with all the familiar comforts you know. Premium materials and accents give modern expression to an all-time favourite.","['Leather offers durability and structure.', 'Encapsulated Air-Sole unit provides lightweight cushioning.', 'Solid rubber outsoles give you traction on a variety of surfaces.']","['Genuine leather', 'Wings logo stamped on the collar', 'Stitched-down Swoosh logo', 'Foam sole', 'Rubber traction', 'Colour Shown: Black/White/Dark Concord', 'Style: DV1308-004']",,[]
359,Nike Renew Ride 3,Men's Road Running Shoes,SAR 500.00,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwcf932560/nk/7e0/6/9/a/2/d/7e069a2d_dc55_4009_9340_8feca7aa9610.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwe7feb236/nk/2b8/8/4/d/8/9/2b884d89_863f_4781_9aaa_b46a1df67d9f.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw903759bf/nk/9f5/1/9/5/b/b/9f5195bb_f0db_43a4_bfd8_086cb820511f.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwe9610611/nk/ac0/8/8/8/7/3/ac088873_1eb4_4c20_a291_8995c88f953c.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwd27040ff/nk/59c/f/4/2/5/8/59cf4258_2226_4df7_822c_e3a649f526f1.png?sw=540&sh=540&sm=fit&q=80']","When everyday runs are on the menu, the Nike Renew Ride 3 comes through with a smooth and soft ride. It's got a secure fit and a cosy feel, geared for those looking to find their running potential. The upper is clean and fresh, with touch points throughout for easy on and off. It's so comfortable, you'll want to keep wearing it after your run.","['Mesh on the upper has a breathable and secure feel.', 'Skin overlays and a foam pod in the toe help resist abrasion.']","['Colour Shown: Black/Dark Smoke Grey/Smoke Grey/White', 'Style: DC8185-001']","A cushioned collar delivers a soft feel and look. The collar and tongue are designed with intuitive touch points for easy on and off. Combined with the breathable feel of the upper, the shoe delivers a secure fit like a hug for your foot.","['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwa45cdfe8/nk/59d/9/1/3/b/5/59d913b5_fcfc_4c05_a1b1_f651f33136c0.png?sw=520&sh=520&sm=fit', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw20328289/nk/10e/5/2/1/5/2/10e52152_bb0c_4c16_b263_48c515627b5a.png?sw=520&sh=520&sm=fit', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw38dcc468/nk/a28/c/8/3/a/1/a28c83a1_ba8f_48ac_b1d1_a7a5ac6d7abd.png?sw=520&sh=520&sm=fit']"
360,Nike SB Zoom Blazer Low Pro GT,Skate Shoes,SAR 500.00,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwca72050b/nk/110/5/3/a/4/8/11053a48_daac_4402_b0ff_61b8afa5a547.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwc70d7b69/nk/df1/f/9/a/9/7/df1f9a97_588a_48f7_a4bd_02810010090a.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dweaa18d64/nk/39a/6/5/a/c/5/39a65ac5_fa30_47e8_a706_207a00266bfe.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw90f68778/nk/fc1/b/c/8/4/8/fc1bc848_5d52_4b4a_92ab_a0fdbfc14176.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw3a1bb195/nk/13a/5/c/e/2/2/13a5ce22_68df_4987_9232_30ef2dfacea1.png?sw=540&sh=540&sm=fit&q=80']","Rebuilt using insights from Grant Taylor, the Nike SB Zoom Blazer Low Pro GT is a fresh take on a favourite skate shoe. The updated design has higher taping to give you more durability.","[""Suede creates a classic look that's built to last."", 'Vulcanised construction fuses the outsole to the upper for a flexible, broken-in feel.', 'Higher taping between the midsole and the upper adds durability.']","['Colour Shown: Black/Black/Gum Light Brown/White', 'Style: DC7695-002']",,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw59312829/nk/bfc/a/3/e/c/5/bfca3ec5_c16b_46d2_92c3_eccd35b7d4ea.png?sw=520&sh=520&sm=fit', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw77677659/nk/d7c/a/0/9/8/1/d7ca0981_1018_4eb4_82c8_110aed8a2e85.png?sw=520&sh=520&sm=fit', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwa90e4418/nk/574/2/f/3/1/7/5742f317_d0c8_4d01_8a66_81d6f4bc73ca.png?sw=520&sh=520&sm=fit']"
361,Nike Air Presto,Men's Shoes,SAR 825.00,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw0397917a/nk/e91/d/5/7/5/d/e91d575d_ed9d_4275_b0dd_d2803f374a94.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw500634d6/nk/931/8/e/e/3/1/9318ee31_7920_452b_a2d9_9709cd8096ae.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwf7050cf2/nk/c3d/2/3/8/b/d/c3d238bd_e3be_45c3_b08a_022c7c269c1c.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw018e6349/nk/aed/8/8/2/8/3/aed88283_df4a_4de6_b904_66d3a44aa81c.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwe2e2de1c/nk/052/a/9/0/0/4/052a9004_fa46_4fe0_a877_1c839316720b.png?sw=540&sh=540&sm=fit&q=80']","With a sleek design that's more comfortable than your favourite T-shirt, the Nike Air Presto is made to feel good and look fast. Its stretchy sleeve creates a cosy, sock-like fit while the super-soft foam adds spring to your step. Put them on and you'll never want to take them off.","['The stretchy mesh upper creates a cosy, sock-like fit while adding breathability.', 'The iconic midfoot TPU cage adds contrast to the stretchy synthetic upper while helping support your foot.', 'Nike Air cushioning adds comfort that lasts.', 'The 5 dots on the midsole reference the innovation-focused Nike Alpha Project, which produced the OG Air Presto.', 'The flex grooves in the sole help with the natural motion of the foot.']","['TPU toe tip adds shine', 'Pull tab on the heel offers easy on and off', 'Rubber details on the sole add traction and durability', 'Foam midsole', 'Not intended for use as Personal Protective Equipment (PPE)', 'Colour Shown: Black/White/Black', 'Style: CT3550-001', 'Country/Region of Origin: CN']","The original Nike Air Presto debuted in 2000 and was known as a ""T-shirt for the foot"". Tobie Hatfield's design replaced the traditional tongue and collar with a sock-like upper made from stretch mesh and a signature ""finger cage"" lacing system. In this iconic style, comfort is king.","['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw4c9a4ddd/nk/d6b/2/1/f/6/8/d6b21f68_1ebb_418b_9903_9c6b44d0bbf1.png?sw=520&sh=520&sm=fit', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw7081b74a/nk/d7f/6/9/7/4/a/d7f6974a_3de7_4ddd_a4f8_b4a8060297d3.png?sw=520&sh=520&sm=fit', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw5fdae851/nk/593/f/a/4/4/7/593fa447_31ed_4ca6_a11d_11c749d177a2.png?sw=520&sh=520&sm=fit']"
362,Nike Quest 5,Men's Road Running Shoes,SAR 500.00,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw8dffb8bd/nk/ae8/d/9/3/f/2/ae8d93f2_c2a8_480a_bffb_cc300ad04ad8.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwe07d1baf/nk/599/2/4/4/a/2/599244a2_fbf9_4fc4_8a87_207b12c1b6a8.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw1d58fc04/nk/0a1/0/b/f/c/0/0a10bfc0_5429_4386_bf87_60ac4c7f3f50.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw9eb411c9/nk/775/2/1/8/3/0/77521830_8d9d_4c91_8a0f_5fd67a3ff226.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw1270e0a6/nk/0b7/d/9/9/2/5/0b7d9925_49e7_48d7_a56f_c6a72a917db5.png?sw=540&sh=540&sm=fit&q=80']","You lace up in pursuit of new personal goals. Let the Nike Quest 5 help you reach those aspirations. This neutral sneaker gives you a smooth, comfortable ride with plenty of traction. We focused on our foam, adding more cushioning for a better transition from heel to toe.","['Super-soft padding and cushioning on the collar help keep your ankle comfortable.', 'Skins at the toes and eyelets offer durability.']","['Colour Shown: Black/Smoke Grey/University Red', 'Style: DD0204-004']","Mesh throughout the upper adds a lightweight, breathable feel. The mesh was placed in key zones based on runner feedback, providing you with cooling where it counts.",[]
363,Nike Winflo 9,Men's Road Running Shoes,SAR 409.00,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwd3e65a51/nk/9ea/f/3/4/1/9/9eaf3419_31fd_48e0_9d13_f5a145c95ac1.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw61cbaec4/nk/f18/d/4/4/4/4/f18d4444_d0ac_4bc6_9a88_3c63879ae62b.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwb88900de/nk/c08/7/9/2/4/1/c0879241_8383_4063_a80d_fb37de68526b.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw9c3a79f0/nk/30d/a/3/5/3/4/30da3534_9fd8_4572_8c83_b85df84c94b1.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwccba044a/nk/f64/d/0/c/4/0/f64d0c40_e286_48b2_9eb7_245dbdc3ce3e.png?sw=540&sh=540&sm=fit&q=80']","Invite a sense of calm to join you on your route with these road runners. Fast enough for everyday runs and light enough to keep you in the flow, the secure fit of the Nike Winflo 9 lets you focus on the miles ahead and the nature all around you. We added plenty of foam through the midsole to give you extra pep, so you can lace up and conquer your running goals in comfort.","['Cushioning on collar', 'Solid-rubber outsole', 'Colour Shown: Sequoia/Medium Olive/Oil Green/University Gold', 'Style: FD0787-300']","['Mesh on the forefoot helps provide breathable comfort, while a midfoot band works with the laces to provide more support as you tighten them.']","Cushlon foam has been updated from the Winflo 8, giving you a springier feel that adds bounce to your stride. Plus, we used an Air unit for enhanced impact support and responsiveness from heel to toe.",[]
364,Air Jordan 2 Retro Low,Men's Shoes,SAR 975.00,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw489c2fd7/nk/706/a/6/7/7/6/706a6776_8538_4614_b04c_b57b6b22036e.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwb23e29c8/nk/795/7/9/9/7/6/79579976_5daa_43af_ad6e_782a9b2341b9.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw746425d1/nk/0d3/c/7/c/0/e/0d3c7c0e_8f38_4eb3_876a_c443449c1029.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw823b83d0/nk/b9c/8/b/f/3/4/b9c8bf34_329b_4bd4_9118_df4588280b58.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw9026559d/nk/4fa/9/7/1/5/5/4fa97155_9e00_4c0b_8ab1_261d05876ff6.png?sw=540&sh=540&sm=fit&q=80']","Wear a shoe with over 30 years of a legacy that remains fresh to this day. Making its debut in 1986, the AJ2 was the cool younger sibling of its famous predecessor—a sleeker and more pared-down version of the iconic AJ1. With premium leather and an Air-Sole unit underfoot, this throwback serves up the ultimate combo of wearability and style.","['Nike Air technology absorbs impact for cushioning with every step.', 'Leather in the upper breaks in easily and makes for a long-lasting shoe.', 'Rubber outsole provides traction and durability.']","['Colour Shown: Sail/Light Curry/Cobblestone/Melon Tint', 'Style: DV9956-118']",,[]
